queryID	class	prob_class	order	prob_order	family	prob_family	genus	prob_genus	species	prob_species	bestHit_similarity	bestHit	protaxmod
OTU2617	root	1	Galliformes	0.9959991846722823	Galliformes,Phasianidae	0.9959310706172293	Galliformes,Phasianidae,Gallus	0.8686864811493094	Galliformes,Phasianidae,Gallus,gallus	0.8262854368180675	1	Gallus_gallus_AJ490505	weighted
OTU2631	root	1	Soricomorpha	0.6350617758615298	Soricomorpha,Soricidae	0.5917642202713349	Soricomorpha,Soricidae,unk	0.28026771713262677	Soricomorpha,Soricidae,Episoriculus,unk	0.22850207219543603	0.905	Episoriculus_macrurus_GU981046	weighted
OTU2647	root	1	root,unk	0.5778569108734682	Rodentia,unk	0.2992936740990107	Rodentia,Muridae,unk	0.11570285143647233	NA	NA	0.862	Hybomys_planifrons_MG701905	weighted
OTU2704	root	1	Artiodactyla	0.4988189872712909	Artiodactyla,unk	0.30383210996045923	Artiodactyla,Suidae,Sus	0.14000179990376668	Artiodactyla,Suidae,Sus,unk	0.138827933660693	0.894	Sus_scrofa_MW487670	weighted
OTU2823	root	1	root,unk	0.9876599703851026	NA	NA	NA	NA	NA	NA	0.802	Bagarius_yarrelli_KP342264	weighted
OTU2870	root	1	root,unk	0.9999989957005043	NA	NA	NA	NA	NA	NA	0.637	Oreoglanis_immaculatus_KP872690	weighted
OTU2871	root	1	root,unk	0.9979479982401799	NA	NA	NA	NA	NA	NA	0.774	Nectogale_elegans_NC23351	weighted
OTU2875	root	1	root,unk	0.8518038514164649	Soricomorpha,unk	0.09493242084919166	NA	NA	NA	NA	0.849	Nectogale_elegans_NC23351	weighted
OTU2897	root	1	root,unk	0.9999995243461132	NA	NA	NA	NA	NA	NA	NA		weighted
OTU3083	root	1	root,unk	0.6962036923794521	Carnivora,unk	0.14216740603740455	NA	NA	NA	NA	0.851	Sus_scrofa_KM224341	weighted
OTU3086	root	1	root,unk	0.6714008019449453	Soricomorpha,Soricidae	0.16289165376746523	Soricomorpha,Soricidae,unk	0.14336520832835895	NA	NA	0.868	Nectogale_elegans_NC23351	weighted
OTU3156	root	1	Primates	0.8564836934384139	Primates,unk	0.646565352020811	Primates,Hominidae,Homo	0.09508918864145478	Primates,Hominidae,Homo,unk	0.09236104316552701	0.925	Homo_sapiens_MN848587	weighted
OTU3157	root	1	root,unk	0.9538040757086689	NA	NA	NA	NA	NA	NA	0.817	Desmodilliscus_braueri_AJ851259	weighted
OTU3241	root	1	root,unk	0.8041664531098676	Siluriformes,unk	0.15526840724681037	NA	NA	NA	NA	0.853	Bagarius_yarrelli_KP342264	weighted
